acc_num,protein,date,country,host,strain,isolate
JF421913_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,38_5
JF421914_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,38_6
JF421915_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,38_7
JF421916_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,38_9
JF421917_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,39_1
JF421918_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,39_10
JF421919_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,39_12
JF421920_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,39_14
JF421921_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,39_2
JF421922_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,39_3
JF421923_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,39_4
JF421924_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,39_5
JF421925_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,39_6
JF421926_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,39_8
JF421927_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,39_9
JF421928_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,40_1
JF421929_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,40_12
JF421930_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,40_13
JF421931_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,40_14
JF421932_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,40_2
JF421933_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,40_5
JF421934_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,40_6
JF421935_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,41_1
JF421936_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,41_12
JF421937_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,41_13
JF421938_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,41_14
JF421939_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,41_15
JF421940_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,41_17
JF421941_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,41_18
JF421942_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,41_2
JF421943_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,41_20
JF421944_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,41_3
JF421945_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,41_4
JF421946_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,43_1
JF421947_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,43_12
JF421948_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,43_13
JF421949_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,43_14
JF421950_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,43_15_LR3F
JF421951_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,43_15
JF421952_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,43_4
JF421953_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,43_6
JF421954_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,43_7
JF421955_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,43_8
JF421956_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,43_9
JF421957_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,44_1
JF421958_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,44_2
JF421959_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,44_7
JF421960_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,7_1001
JF421961_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,7_1005
JF421962_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,7_1006
JF421963_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,7_1008
JF421964_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,7_1010
JN546586_1,coat_protein,29_Sep_2010,Poland,Vitis_vinifera,no_value,G10
JN546587_1,coat_protein,29_Sep_2010,Poland,Vitis_vinifera,no_value,G11
JQ267586_1,coat_protein,2010,Slovakia,Vitis_vinifera,no_value,SK04
JQ423939_1,coat_protein,2009,China,Vitis_vinifera_cv_Venus_Seedless,no_value,LN
JQ655295_1,coat_protein,12_JUN_2012,South_Africa,Vitis_vinifera_cv_Cabernet,no_value,GH11
JQ655296_1,coat_protein,12_JUN_2012,South_Africa,Vitis_vinifera_cv_Cabernet,no_value,GH30
JQ796828_1,coat_protein,06_NOV_2012,USA_CA,no_value,no_value,no_value
JX088129_1,coat_protein,14_AUG_2012,China,grapevine,no_value,S3_33_2
JX088130_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BZ15_7
JX088131_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BZ15_4
JX088132_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BZ15_8
JX088133_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BZ15_2
JX088134_1,coat_protein,14_AUG_2012,China,grapevine,no_value,ZDQ70_6
JX088135_1,coat_protein,14_AUG_2012,China,grapevine,no_value,ZDQ70_2
JX088136_1,coat_protein,14_AUG_2012,China,grapevine,no_value,ZDQ70_10
JX088137_1,coat_protein,14_AUG_2012,China,grapevine,no_value,ZDQ70_1
JX088138_1,coat_protein,14_AUG_2012,China,grapevine,no_value,ZDQ70_4
JX088139_1,coat_protein,14_AUG_2012,China,grapevine,no_value,ZDQ70_8
JX088140_1,coat_protein,14_AUG_2012,China,grapevine,no_value,ATBG72_5
JX088141_1,coat_protein,14_AUG_2012,China,grapevine,no_value,ATBG72_3
JX088142_1,coat_protein,14_AUG_2012,China,grapevine,no_value,ATBG72_10
JX088143_1,coat_protein,14_AUG_2012,China,grapevine,no_value,ATBG72_6
JX088144_1,coat_protein,14_AUG_2012,China,grapevine,no_value,Y73_45_6
JX088145_1,coat_protein,14_AUG_2012,China,grapevine,no_value,Y73_45_7
JX088146_1,coat_protein,14_AUG_2012,China,grapevine,no_value,Y73_45_1
JX088147_1,coat_protein,14_AUG_2012,China,grapevine,no_value,Y73_45_3
JX088148_1,coat_protein,14_AUG_2012,China,grapevine,no_value,Y73_45_4
JX088149_1,coat_protein,14_AUG_2012,China,grapevine,no_value,Y73_45_5
JX088150_1,coat_protein,14_AUG_2012,China,grapevine,no_value,AFH77_3
JX088151_1,coat_protein,14_AUG_2012,China,grapevine,no_value,AFH77_2
JX088152_1,coat_protein,14_AUG_2012,China,grapevine,no_value,AFH77_8
JX088153_1,coat_protein,14_AUG_2012,China,grapevine,no_value,AFH77_1
JX088154_1,coat_protein,14_AUG_2012,China,grapevine,no_value,DHP6_10
JX088155_1,coat_protein,14_AUG_2012,China,grapevine,no_value,DHP6_6
JX088156_1,coat_protein,14_AUG_2012,China,grapevine,no_value,DHP6_8
JX088157_1,coat_protein,14_AUG_2012,China,grapevine,no_value,DHP6_3
JX088158_1,coat_protein,14_AUG_2012,China,grapevine,no_value,DHP6_9
JX088159_1,coat_protein,14_AUG_2012,China,grapevine,no_value,GQ10_8
JX088160_1,coat_protein,14_AUG_2012,China,grapevine,no_value,GQ10_3
JX088161_1,coat_protein,14_AUG_2012,China,grapevine,no_value,GQ10_16
JX088162_1,coat_protein,14_AUG_2012,China,grapevine,no_value,GQ10_5
JX088163_1,coat_protein,14_AUG_2012,China,grapevine,no_value,HDQ56_8
JX088164_1,coat_protein,14_AUG_2012,China,grapevine,no_value,HDQ56_6
JX088165_1,coat_protein,14_AUG_2012,China,grapevine,no_value,HDQ56_7
JX088166_1,coat_protein,14_AUG_2012,China,grapevine,no_value,HDQ56_11
JX088167_1,coat_protein,14_AUG_2012,China,grapevine,no_value,HDQ56_17
JX088168_1,coat_protein,14_AUG_2012,China,grapevine,no_value,HDQ56_12
JX088169_1,coat_protein,14_AUG_2012,China,grapevine,no_value,HDQ56_18
JX088170_1,coat_protein,14_AUG_2012,China,grapevine,no_value,WHZH37_1
JX088171_1,coat_protein,14_AUG_2012,China,grapevine,no_value,WHZH37_3
JX088172_1,coat_protein,14_AUG_2012,China,grapevine,no_value,WHZH37_2
JX088173_1,coat_protein,14_AUG_2012,China,grapevine,no_value,JX96_3
JX088174_1,coat_protein,14_AUG_2012,China,grapevine,no_value,JX96_8
JX088175_1,coat_protein,14_AUG_2012,China,grapevine,no_value,JX96_11
JX088176_1,coat_protein,14_AUG_2012,China,grapevine,no_value,JX96_12
JX088177_1,coat_protein,14_AUG_2012,China,grapevine,no_value,43_5
JX088178_1,coat_protein,14_AUG_2012,China,grapevine,no_value,43_9
JX088179_1,coat_protein,14_AUG_2012,China,grapevine,no_value,43_8
JX088180_1,coat_protein,14_AUG_2012,China,grapevine,no_value,43_11
JX088181_1,coat_protein,14_AUG_2012,China,grapevine,no_value,43_6
JX088182_1,coat_protein,14_AUG_2012,China,grapevine,no_value,ALGT13_15
JX088183_1,coat_protein,14_AUG_2012,China,grapevine,no_value,ALGT13_10
JX088184_1,coat_protein,14_AUG_2012,China,grapevine,no_value,ADLG26_1
JX088185_1,coat_protein,14_AUG_2012,China,grapevine,no_value,ADLG26_3
JX088186_1,coat_protein,14_AUG_2012,China,grapevine,no_value,ADLG26_2
JX088187_1,coat_protein,14_AUG_2012,China,grapevine,no_value,APT21_4
JX088188_1,coat_protein,14_AUG_2012,China,grapevine,no_value,APT21_3
JX088189_1,coat_protein,14_AUG_2012,China,grapevine,no_value,APT21_5
JX088190_1,coat_protein,14_AUG_2012,China,grapevine,no_value,GQ10_12
JX088191_1,coat_protein,14_AUG_2012,China,grapevine,no_value,GQ10_17
JX088192_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BSJSK8_15
JX088193_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BSJSK8_33
JX088194_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BSJSK8_9
JX088195_1,coat_protein,14_AUG_2012,China,grapevine,no_value,GFMG18_2
JX088196_1,coat_protein,14_AUG_2012,China,grapevine,no_value,HG19_2
JX088197_1,coat_protein,14_AUG_2012,China,grapevine,no_value,HG19_1
JX088198_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BZ34_23_1
JX088199_1,coat_protein,14_AUG_2012,China,grapevine,no_value,GFMG18_1
JX088200_1,coat_protein,14_AUG_2012,China,grapevine,no_value,MP52_1
JX088201_1,coat_protein,14_AUG_2012,China,grapevine,no_value,XH60_1
JX088202_1,coat_protein,14_AUG_2012,China,grapevine,no_value,AEQE84_1
JX088203_1,coat_protein,14_AUG_2012,China,grapevine,no_value,DY84_2_24_1
JX088204_1,coat_protein,14_AUG_2012,China,grapevine,no_value,DY84_2_24_2
JX088205_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BSBD85_1
JX088206_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BSBD85_2
JX088207_1,coat_protein,14_AUG_2012,China,grapevine,no_value,AYBT20_2
JX088208_1,coat_protein,14_AUG_2012,China,grapevine,no_value,HTS29_2
JX088209_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BJLB2_23
JX088210_1,coat_protein,14_AUG_2012,China,grapevine,no_value,HNWB9_1
JX088211_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BJLB2_14
JX088212_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BJLB2_1
JX088213_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BJLB2_20
JX088214_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BJLB2_15
JX088215_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BJLB2_2
JX088216_1,coat_protein,14_AUG_2012,China,grapevine,no_value,S1_31_2
JX088217_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BJLB2_18
JX088218_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BJLB2_17
JX088219_1,coat_protein,14_AUG_2012,China,grapevine,no_value,GQ10_2
JX088220_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BSJSK8_60
JX088221_1,coat_protein,14_AUG_2012,China,grapevine,no_value,JX96_1
JX088222_1,coat_protein,14_AUG_2012,China,grapevine,no_value,STLS95
JX088223_1,coat_protein,14_AUG_2012,China,grapevine,no_value,JX96_2
JX088224_1,coat_protein,14_AUG_2012,China,grapevine,no_value,43_2
JX088225_1,coat_protein,14_AUG_2012,China,grapevine,no_value,HDQ56_2
JX088226_1,coat_protein,14_AUG_2012,China,grapevine,no_value,HDQ56_1
JX088227_1,coat_protein,14_AUG_2012,China,grapevine,no_value,CG59_2
JX088228_1,coat_protein,14_AUG_2012,China,grapevine,no_value,43_1
JX088229_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BSJSK8_50
JX088230_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BSJSK8_19
JX088231_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BSJSK8_20
JX088232_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BSJSK8_51
JX088233_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BSJSK8_55
JX088234_1,coat_protein,14_AUG_2012,China,grapevine,no_value,MP34_2
JX088235_1,coat_protein,14_AUG_2012,China,grapevine,no_value,S3_33_1
JX088236_1,coat_protein,14_AUG_2012,China,grapevine,no_value,JMG93_2
JX088237_1,coat_protein,14_AUG_2012,China,grapevine,no_value,QB42_1
JX088238_1,coat_protein,14_AUG_2012,China,grapevine,no_value,AEQE89_2
JX088239_1,coat_protein,14_AUG_2012,China,grapevine,no_value,ALGT13_2
JX088240_1,coat_protein,14_AUG_2012,China,grapevine,no_value,GF28_2
JX088241_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BZ15_9
JX088242_1,coat_protein,14_AUG_2012,China,grapevine,no_value,BZ15_5
JX220899_2,coat_protein,2009,New_Zealand,Vitis_vinifera_cv_Pinot_noir,no_value,NZ2
JX220900_2,coat_protein,2009,New_Zealand,Vitis_vinifera_cv_Syrah,no_value,NZ1_B
JX481786_1,coat_protein,01_Sep_2010,China,grape_cultivar_Yatomi,no_value,BJ_9
JX481787_1,coat_protein,12_Sep_2010,China,grape_cultivar_Auguste,no_value,GS_3
JX481788_1,coat_protein,12_Sep_2010,China,grape_cultivar_Red_Globe,no_value,NX_3
JX481789_1,coat_protein,12_Sep_2010,China,grape_cultivar_Ribier,no_value,NX_5
JX559645_1,coat_protein,Sep_2011,Canada,Vitis_vinifera,no_value,3138_07
KC417451_1,coat_protein,10_Aug_2010,China,grape_cultivar_Red_Fuji,no_value,AH_1
KC477101_1,coat_protein,15_Aug_2009,China,grape_cultivar_Aranele,no_value,BJ_1
KC477102_1,coat_protein,15_Aug_2009,China,grape_cultivar_Aranele,no_value,BJ_2
KC477103_1,coat_protein,15_Aug_2009,China,grape_cultivar_Flame_Seedless,no_value,BJ_3
KC477104_1,coat_protein,15_Aug_2009,China,grape_cultivar_Rizamat,no_value,BJ_4
KC477105_1,coat_protein,15_Aug_2009,China,grape_cultivar_Rizamat,no_value,BJ_5
KC477106_1,coat_protein,15_Aug_2009,China,grape_cultivar_Manicure_Finger,no_value,BJ_6
KC477107_1,coat_protein,20_Sep_2009,China,grape_cultivar_Victoria,no_value,BJ_7
KC477108_1,coat_protein,20_Sep_2009,China,grape_cultivar_Yatomi_Rosa,no_value,BJ_8
KC477109_1,coat_protein,16_Aug_2010,China,grape_cultivar_Tamina,no_value,GS_1
KC477110_1,coat_protein,16_Aug_2010,China,grape_cultivar_Takatsuma,no_value,GS_2
KC477111_1,coat_protein,16_Aug_2010,China,grape_cultivar_Zinfandel,no_value,GS_4
KC477112_1,coat_protein,15_Oct_2009,China,grape_cultivar_Gold_Finger,no_value,HB_1
KC477113_1,coat_protein,15_Oct_2009,China,grape_unknown_cultivar,no_value,HB_2
KC477114_1,coat_protein,15_Oct_2009,China,grape_unknown_cultivar,no_value,HB_3
KC477115_1,coat_protein,05_Sep_2009,China,grape_cultivar_Augusta,no_value,HB_4
KC477116_1,coat_protein,05_Sep_2009,China,grape_cultivar_Red_Globe,no_value,HB_5
KC477117_1,coat_protein,05_Sep_2009,China,grape_cultivar_Red_Globe,no_value,HB_6
KC477118_1,coat_protein,05_Sep_2009,China,grape_cultivar_Merlot,no_value,HB_7
KC477119_1,coat_protein,05_Sep_2009,China,grape_cultivar_Carmenere,no_value,HB_8
